_id,REPORT_ID,TIMESTAMP,status,avgMeasuredTime,medianMeasuredTime,vehicleCount,avgSpeed
670,8176480,2022-06-30T08:55:00,OK,0,0,0,0
671,1148853,2024-03-22T07:15:00,OK,0,0,0,0
672,7144423,2024-03-22T07:15:00,OK,0,0,0,0
673,7147165,2024-03-22T07:15:00,OK,0,0,0,0
674,280561,2024-03-22T07:15:00,OK,0,0,0,0
675,1144311,2024-03-22T07:15:00,OK,0,0,0,0
676,16715266,2024-03-22T07:15:00,OK,0,0,0,0
677,1143884,2024-03-22T07:15:00,OK,0,0,0,0
678,16715226,2024-03-22T07:15:00,OK,0,0,0,0
679,16714880,2024-03-22T07:15:00,OK,0,0,0,0
680,1149966,2024-03-22T07:15:00,OK,0,0,0,0
681,539142,2024-03-22T07:15:00,OK,0,0,0,0
682,7144976,2024-03-22T07:15:00,OK,0,0,0,0
683,978286,2024-03-22T07:15:00,OK,0,0,0,0
684,1145419,2024-03-22T07:15:00,OK,0,0,0,0
685,280455,2024-03-22T07:15:00,OK,0,0,0,0
686,1151094,2024-03-22T07:15:00,OK,0,0,0,0
687,1201429,2024-03-22T07:15:00,OK,0,0,0,0
688,7146484,2024-03-22T07:15:00,OK,0,0,0,0
689,7148162,2024-03-22T07:15:00,OK,0,0,0,0
690,16715770,2024-03-22T07:15:00,OK,0,0,0,0
691,7147345,2024-03-22T07:15:00,OK,0,0,0,0
692,7148400,2024-03-22T07:15:00,OK,0,0,0,0
693,16717294,2024-03-22T07:15:00,OK,0,0,0,0
694,1150181,2024-03-22T07:15:00,OK,0,0,0,0
695,1144018,2024-03-22T07:15:00,OK,0,0,0,0
696,6062612,2024-03-22T07:15:00,OK,0,0,0,0
697,16716069,2024-04-02T14:40:00,OK,0,0,0,0
698,1140016,2024-03-22T07:15:00,OK,0,0,0,0
699,1219488,2024-03-22T07:15:00,OK,0,0,0,0
700,7148778,2024-03-22T07:15:00,OK,0,0,0,0
701,280270,2024-03-22T07:15:00,OK,0,0,0,0
702,7147708,2024-03-22T07:15:00,OK,0,0,0,0
703,7145087,2024-03-22T07:15:00,OK,0,0,0,0
704,1149903,2024-03-22T07:15:00,OK,0,0,0,0
705,16716091,2024-04-02T14:40:00,OK,77,77,47,81
706,1139802,2024-03-22T07:15:00,OK,0,0,0,0
707,1145391,2024-03-22T07:15:00,OK,0,0,0,0
708,1151925,2024-03-22T07:15:00,OK,0,0,0,0
709,7148917,2024-03-22T07:15:00,OK,0,0,0,0
710,1144044,2024-03-22T07:15:00,OK,0,0,0,0
711,7147529,2024-03-22T07:15:00,OK,0,0,0,0
712,1143911,2024-03-22T07:15:00,OK,0,0,0,0
713,7146834,2024-03-22T07:15:00,OK,0,0,0,0
714,7144993,2024-03-22T07:15:00,OK,0,0,0,0
715,7145833,2024-03-22T07:15:00,OK,0,0,0,0
716,10640348,2024-03-22T07:15:00,OK,0,0,0,0
717,1144178,2024-03-22T07:15:00,OK,0,0,0,0
718,7145353,2024-03-22T07:15:00,OK,0,0,0,0
719,7148425,2024-03-22T07:15:00,OK,0,0,0,0
720,1150893,2024-03-22T07:15:00,OK,0,0,0,0
721,1149883,2024-03-22T07:15:00,OK,0,0,0,0
722,16715863,2024-03-22T07:15:00,OK,0,0,0,0
723,1143858,2024-03-22T07:15:00,OK,0,0,0,0
724,7147384,2024-03-22T07:15:00,OK,0,0,0,0
725,1150056,2024-03-22T07:15:00,OK,0,0,0,0
726,8176534,2022-06-30T08:55:00,OK,0,0,0,0
727,7150533,2024-03-22T07:15:00,OK,0,0,0,0
728,1151009,2024-03-22T07:15:00,OK,0,0,0,0
729,16716811,2024-03-22T07:15:00,OK,0,0,0,0
730,1151831,2024-03-22T07:15:00,OK,0,0,0,0
731,1219628,2024-03-22T07:15:00,OK,0,0,0,0
732,16717331,2024-03-22T07:15:00,OK,0,0,0,0
733,8176279,2024-03-22T07:15:00,OK,0,0,0,0
734,16716884,2024-03-22T07:15:00,OK,0,0,0,0
735,16716242,2024-04-02T14:40:00,OK,1091,1091,0,5
736,1148880,2024-03-22T07:15:00,OK,0,0,0,0
737,1150996,2024-03-22T07:15:00,OK,0,0,0,0
738,8176439,2024-03-22T07:15:00,OK,0,0,0,0
739,16715320,2024-03-22T07:15:00,OK,0,0,0,0
740,8175644,2024-03-22T07:15:00,OK,0,0,0,0
741,1151805,2024-03-22T07:15:00,OK,0,0,0,0
742,16716523,2024-03-22T07:15:00,OK,0,0,0,0
743,1219608,2024-03-22T07:15:00,OK,0,0,0,0
744,7148815,2024-03-22T07:15:00,OK,0,0,0,0
745,1139775,2024-03-22T07:15:00,OK,0,0,0,0
746,1151938,2024-03-22T07:15:00,OK,0,0,0,0
747,280588,2024-03-22T07:15:00,OK,0,0,0,0
748,280508,2024-03-22T07:15:00,OK,0,0,0,0
749,7144608,2024-03-22T07:15:00,OK,0,0,0,0
750,1150826,2024-03-22T07:15:00,OK,0,0,0,0
751,1140042,2024-03-22T07:15:00,OK,0,0,0,0
752,10640448,2024-03-22T07:15:00,OK,0,0,0,0
753,16715836,2024-03-22T07:15:00,OK,0,0,0,0
754,7144658,2024-03-22T07:15:00,OK,0,0,0,0
755,886140,2024-03-22T07:15:00,OK,0,0,0,0
756,7147022,2024-03-22T07:15:00,OK,0,0,0,0
757,539168,2024-03-22T07:15:00,OK,0,0,0,0
758,7145495,2024-03-22T07:15:00,OK,0,0,0,0
759,978312,2024-03-22T07:15:00,OK,0,0,0,0
760,1148686,2024-03-22T07:15:00,OK,0,0,0,0
761,1149027,2024-03-22T07:15:00,OK,0,0,0,0
762,539009,2021-02-26T12:50:00,OK,174,174,10,54
763,8175688,2024-03-22T07:15:00,OK,0,0,0,0
764,1151592,2024-03-22T07:15:00,OK,0,0,0,0
765,1150105,2024-03-22T07:15:00,OK,0,0,0,0
766,916167,2024-03-22T07:15:00,OK,0,0,0,0
767,16715380,2024-03-22T07:15:00,OK,0,0,0,0
768,7146884,2024-03-22T07:15:00,OK,0,0,0,0
769,10640364,2024-03-22T07:15:00,OK,0,0,0,0
770,299993,2024-03-22T07:15:00,OK,0,0,0,0
771,7145860,2024-03-22T07:15:00,OK,0,0,0,0
772,7145198,2024-03-22T07:15:00,OK,0,0,0,0
773,7148596,2024-03-22T07:15:00,OK,0,0,0,0
774,7145966,2024-03-22T07:15:00,OK,0,0,0,0
775,7144451,2024-03-22T07:15:00,OK,0,0,0,0
776,16714983,2024-03-22T07:15:00,OK,0,0,0,0
777,300126,2024-03-22T07:15:00,OK,0,0,0,0
778,1149984,2024-03-22T07:15:00,OK,0,0,0,0
779,16716292,2024-04-02T14:40:00,OK,177,177,27,110
780,280376,2024-03-22T07:15:00,OK,0,0,0,0
781,7144880,2024-03-22T07:15:00,OK,0,0,0,0
782,1319875,2024-03-22T07:15:00,OK,0,0,0,0
783,1149101,2024-03-22T07:15:00,OK,0,0,0,0
784,1144204,2024-03-22T07:15:00,OK,0,0,0,0
785,7145402,2024-03-22T07:15:00,OK,0,0,0,0
786,14077906,2024-03-22T07:15:00,OK,0,0,0,0
787,957991,2024-03-22T07:15:00,OK,0,0,0,0
788,1149842,2024-03-22T07:15:00,OK,0,0,0,0
789,1201482,2024-03-22T07:15:00,OK,0,0,0,0
790,7145528,2024-03-22T07:15:00,OK,0,0,0,0
791,7144898,2024-03-22T07:15:00,OK,0,0,0,0
792,539460,2024-03-22T07:15:00,OK,0,0,0,0
793,7145740,2024-03-22T07:15:00,OK,0,0,0,0
794,7148668,2024-03-22T07:15:00,OK,0,0,0,0
795,1144338,2024-03-22T07:15:00,OK,0,0,0,0
796,1151114,2024-03-22T07:15:00,OK,0,0,0,0
797,7148629,2024-03-22T07:15:00,OK,0,0,0,0
798,7145113,2024-03-22T07:15:00,OK,0,0,0,0
799,8175720,2024-03-22T07:15:00,OK,0,0,0,0
800,1150923,2024-03-22T07:15:00,OK,0,0,0,0
801,1319943,2024-03-22T07:15:00,OK,0,0,0,0
802,539539,2024-03-22T07:15:00,OK,0,0,0,0
803,1319964,2024-03-22T07:15:00,OK,0,0,0,0
804,7146675,2024-03-22T07:15:00,OK,0,0,0,0
805,10640471,2024-03-22T07:15:00,OK,0,0,0,0
806,8175873,2024-03-22T07:15:00,OK,0,0,0,0
807,8176242,2024-03-22T07:15:00,OK,0,0,0,0
808,1148714,2024-03-22T07:15:00,OK,0,0,0,0
809,1151674,2024-03-22T07:15:00,OK,0,0,0,0
810,7145134,2024-03-22T07:15:00,OK,0,0,0,0
811,1144231,2024-03-22T07:15:00,OK,0,0,0,0
812,8176067,2024-03-22T07:15:00,OK,0,0,0,0
813,14077713,2024-03-22T07:15:00,OK,0,0,0,0
814,1144071,2024-03-22T07:15:00,OK,0,0,0,0
815,1143937,2024-03-22T07:15:00,OK,0,0,0,0
816,7147187,2024-03-22T07:15:00,OK,0,0,0,0
817,958018,2024-03-22T07:15:00,OK,0,0,0,0
818,1201455,2024-03-22T07:15:00,OK,0,0,0,0
819,1201508,2024-03-22T07:15:00,OK,0,0,0,0
820,1149915,2024-03-22T07:15:00,OK,0,0,0,0
821,7148473,2024-03-22T07:15:00,OK,0,0,0,0
822,1152027,2024-03-22T07:15:00,OK,0,0,0,0
823,280402,2024-03-22T07:15:00,OK,0,0,0,0
824,842853,2024-03-22T07:15:00,OK,0,0,0,0
